a,b,c
481,66,951
805,31,738
386,52,94
486,64,151
897,12,710
572,80,947
658,32,270
819,13,848
69,29,360
294,21,136
913,61,606
212,23,296
951,8,481
15,62,295
388,96,598
726,46,117
372,50,774
33,37,580
683,43,351
190,9,939
1000,33,629
836,100,245
817,48,323
959,1,165
912,16,921
503,57,573
494,84,247
418,58,703
160,18,362
240,14,320
37,70,62
282,8,712
853,71,94
151,59,311
391,88,188
298,6,465
674,40,862
609,94,958
472,68,661
478,43,472
970,70,860
777,82,943
433,30,632
670,58,250
422,71,161
259,12,105
506,25,962
530,5,445
271,78,81
855,32,507
921,30,174
744,12,816
495,41,202
379,17,669
993,48,876
545,96,274
26,84,633
586,63,39
354,5,909
669,30,790
973,21,24
348,79,107
462,87,943
925,77,406
547,57,355
693,58,407
885,74,656
963,57,211
384,61,26
886,42,116
206,47,47
575,28,63
827,11,217
807,68,892
22,89,156
901,57,612
666,54,927
303,19,906
149,67,182
873,84,183
56,8,786
800,46,275
988,52,191
788,49,944
745,87,227
461,65,334
995,24,13
905,6,170
7,98,671
199,43,476
449,95,351
765,99,337
707,76,799
128,70,313
96,10,124
464,44,191
891,57,255
628,45,548
484,92,659
560,52,918
416,18,259
742,62,538
37,56,380
566,58,805
114,83,337
389,32,933
677,1,335
748,80,845
579,81,270
152,74,363
344,15,851
226,96,632
72,99,841
268,5,964
173,64,846
46,28,139
268,88,919
585,87,858
849,11,49
395,87,561
677,92,764
338,28,36
770,84,831
666,45,323
565,67,781
99,29,331
846,70,932
70,56,714
439,70,985
827,100,236
570,61,834
303,33,674
859,5,364
368,69,972
939,84,341
60,56,550
850,61,687
458,64,692
576,72,722
549,77,878
43,79,852
412,41,457
103,98,37
435,32,931
408,77,801
33,56,998
30,94,969
307,82,607
971,91,847
100,1,361
560,23,291
164,96,974
511,4,54
464,81,674
822,37,487
911,22,754
610,1,757
372,62,938
534,23,893
359,16,267
71,56,384
736,35,498
211,50,614
266,50,404
36,74,168
653,4,786
125,60,194
1,68,303
876,76,887
153,29,867
160,43,423
49,37,250
476,52,928
960,43,351
979,30,4
686,12,91
482,26,360
709,85,853
16,6,917
701,52,893
461,8,59
117,89,996
183,44,937
730,86,428
274,97,725
954,67,892
969,81,423
603,92,59
830,18,889
233,51,596
941,12,219
275,72,254
118,54,370
813,20,188
366,57,803
788,91,175
529,75,862
512,25,967
360,29,634
867,30,163
872,78,826
274,25,482
973,96,132
278,26,279
342,37,986
127,76,17
273,99,431
832,85,492
935,35,508
764,93,939
764,6,192
164,53,73
35,28,379
855,32,487
864,47,442
757,20,682
825,26,835
667,59,837
394,20,868
836,87,881
690,28,310
306,48,973
532,100,755
865,21,787
420,35,928
174,64,614
440,22,780
863,87,985
622,57,252
50,67,108
929,59,298
645,91,871
423,55,911
546,24,173
229,8,705
13,64,635
540,70,109
37,58,695
993,81,944
259,55,356
692,100,75
371,100,613
430,4,711
239,59,105
210,6,117
518,88,652
162,83,806
720,25,516
996,68,745
3,81,687
124,74,594
829,84,35
127,47,870
801,26,597
632,32,527
204,19,452
63,41,966
556,39,517
661,5,987
457,36,213
961,5,400
595,72,546
300,54,111
254,41,956
165,39,779
490,87,881
656,90,943
952,98,355
586,24,670
510,4,537
963,38,882
794,67,176
989,81,667
896,62,481
706,33,107
875,93,480
969,76,909
268,49,787
906,27,187
98,29,256
716,31,439
159,14,362
276,100,498
634,18,750
659,95,429
408,73,275
511,11,992
635,68,423
143,32,873
210,72,162
232,28,935
712,32,723
400,39,834
925,33,360
415,12,821
110,19,641
511,10,745
870,94,536
304,91,661
565,28,522
747,97,340
51,79,10
781,11,460
717,18,839
901,34,580
214,87,831
182,86,379
907,25,250
891,53,598
480,52,190
481,4,395
116,23,572
222,43,109
718,53,693
808,59,488
104,77,995
605,56,577
247,97,153
589,26,752
902,72,339
724,19,77
699,63,588
932,14,752
502,15,23
964,18,192
477,34,191
834,18,156
373,86,107
418,39,406
644,99,71
323,41,303
491,48,674
408,73,931
305,83,800
517,30,78
153,28,301
816,17,975
173,47,85
454,88,963
685,6,304
394,63,903
129,71,8
426,1,492
699,71,785
395,83,431
142,48,4
56,36,411
659,5,589
716,51,731
431,59,365
719,55,975
44,40,554
439,28,246
106,18,458
256,17,69
535,34,297
669,61,762
913,35,4
25,7,972
616,36,489
886,55,611
942,83,902
826,98,861
951,66,408
691,19,265
820,85,755
263,34,392
576,100,607
572,35,61
564,41,253
477,26,354
289,48,254
863,27,929
575,55,266
558,11,232
198,1,766
635,75,284
331,65,888
42,30,790
82,25,978
148,51,116
994,46,420
1000,8,932
318,89,302
81,53,506
148,37,432
702,77,293
326,23,210
179,44,720
399,87,172
843,37,811
637,100,678
664,75,19
384,60,383
305,57,785
417,86,668
13,89,925
541,64,787
425,61,446
743,52,140
541,99,518
808,72,770
865,83,942
43,40,826
201,27,898
837,30,484
696,88,841
504,28,528
192,43,151
698,38,868
282,74,996
358,53,574
542,98,854
485,37,226
544,18,785
131,53,976
576,28,572
989,74,625
870,56,538
955,53,704
490,40,575
59,56,297
52,80,666
75,36,916
306,1,920
480,39,417
969,48,497
600,74,974
375,69,654
19,53,916
236,84,139
755,28,886
615,92,25
493,29,158
843,3,980
521,4,121
784,88,393
398,43,453
222,21,257
647,52,766
382,55,740
205,80,49
296,49,938
928,3,909
385,14,293
846,44,516
989,20,36
679,90,297
669,54,334
172,57,859
360,83,556
135,64,243
969,97,2
230,90,966
808,26,109
937,41,34
754,89,543
514,100,704
913,6,398
460,93,175
622,70,531
772,5,981
889,54,331
810,77,920
996,50,324
33,29,650
19,82,954
54,63,631
761,92,854
826,18,558
894,37,86
988,11,200
280,79,271
264,9,17
111,76,916
488,35,935
703,21,55
464,87,209
630,58,516
311,87,586
725,32,852
827,19,85
935,57,632
130,100,198
234,6,516
111,85,197
33,42,565
831,22,387
666,95,90
107,51,974
733,52,792
268,87,853
439,6,241
251,84,213
664,60,512
88,78,655
770,79,293
670,93,501
364,35,648
870,93,72
705,56,714
340,8,547
266,36,763
37,80,157
838,18,487
162,86,721
806,93,433
448,47,642
271,32,409
510,20,967
413,12,377
568,47,717
886,52,277
240,7,710
947,84,554
107,49,91
293,70,531
717,17,146
638,78,444
896,67,376
570,47,130
679,85,288
759,74,179
611,27,379
784,6,228
210,82,816
802,100,259
556,11,885
764,70,145
806,12,932
387,56,452
783,59,904
187,13,519
979,27,953
707,73,743
471,44,176
707,27,144
185,44,908
506,35,586
872,46,339
437,44,64
615,55,756
597,46,840
620,76,752
271,85,409
463,50,22
203,97,326
664,62,483
697,72,414
306,14,958
105,38,135
832,32,991
299,69,78
725,59,272
863,96,313
493,38,442
977,62,218
866,12,420
855,79,631
996,67,759
812,91,442
735,26,13
51,12,209
222,53,48
339,12,921
631,84,812
323,4,109
589,58,608
700,29,923
975,16,557
40,94,673
42,2,423
511,32,23
793,92,934
813,56,438
843,16,762
665,22,137
503,74,765
152,77,13
526,46,369
449,67,728
997,73,276
227,90,398
791,10,873
644,45,553
407,85,999
756,52,450
716,97,978
714,17,174
93,9,485
740,99,874
309,63,489
765,65,288
379,75,208
923,14,818
588,16,541
594,75,691
857,63,628
313,55,657
808,56,855
74,9,298
547,26,156
671,53,628
873,3,875
938,72,570
370,23,475
753,51,813
216,49,641
467,59,539
80,17,915
197,86,970
740,35,792
710,92,406
956,94,865
101,78,264
833,25,205
366,23,625
880,57,742
379,62,857
625,6,223
379,39,435
462,96,898
187,40,743
313,15,429
763,25,295
827,60,341
329,85,646
151,20,730
944,6,38
632,79,106
675,54,512
86,86,204
923,60,827
346,50,382
855,87,390
885,91,830
494,98,71
388,43,230
318,94,961
63,12,813
578,46,539
106,52,491
707,20,426
341,16,516
34,100,322
407,26,387
891,39,620
938,19,928
588,67,770
48,21,898
395,53,894
505,48,642
32,95,911
107,68,141
325,21,706
964,14,693
454,21,995
728,51,329
782,2,106
903,21,229
513,6,724
315,80,428
828,72,183
87,11,39
459,30,325
905,16,373
239,51,458
78,91,654
336,82,304
139,53,153
8,83,227
382,15,959
170,59,116
196,13,723
217,34,477
901,39,408
