a,b,c
976,63,26
341,6,489
77,39,115
434,95,183
872,55,111
928,13,123
690,82,180
675,80,448
959,27,415
989,45,885
655,30,72
420,26,654
55,26,621
615,54,927
566,12,10
869,29,937
762,30,996
479,27,724
58,44,173
814,17,43
733,57,277
597,15,787
112,74,281
899,12,645
15,30,226
951,24,98
543,94,879
859,31,537
762,61,909
873,30,946
508,45,951
608,48,787
897,14,133
159,66,952
458,26,885
573,39,505
929,12,755
58,60,485
358,27,523
183,62,314
143,77,869
292,78,568
127,69,788
984,99,132
303,96,189
540,70,381
697,10,98
87,82,994
159,75,585
846,4,34
630,69,132
993,39,552
225,46,448
501,61,705
705,34,686
910,16,337
338,43,297
539,81,507
816,34,756
170,64,59
255,95,910
15,73,708
40,64,405
244,72,421
465,87,326
547,51,401
393,37,438
594,92,482
758,81,224
203,62,57
130,93,152
877,82,586
239,91,648
250,78,981
597,93,847
958,57,734
536,58,709
985,17,767
155,88,733
745,64,968
276,29,917
463,35,473
223,100,841
592,34,198
251,2,460
349,54,532
358,11,107
789,100,993
363,48,223
297,27,374
787,70,235
600,38,548
734,67,636
560,61,238
465,2,978
396,1,290
371,80,727
144,33,158
908,96,263
477,3,274
101,13,685
237,92,405
54,89,195
777,12,88
295,31,205
816,33,479
885,13,477
55,39,894
753,17,372
501,93,71
525,39,808
453,92,233
798,33,533
219,4,515
928,38,200
651,93,718
261,76,78
607,65,801
773,52,285
538,84,87
956,81,858
923,92,821
316,62,572
668,20,988
306,100,306
935,10,360
168,36,366
694,67,376
50,33,989
68,34,444
135,88,525
880,99,902
795,73,129
794,89,734
538,28,364
966,13,932
332,88,23
93,71,358
907,84,491
587,44,108
281,28,150
530,66,349
322,37,309
946,95,138
658,17,923
871,1,240
860,83,797
463,58,311
730,21,560
214,51,459
149,75,339
794,34,174
342,8,811
603,26,301
145,9,337
440,60,657
605,83,826
4,69,787
40,3,621
309,86,956
201,32,290
596,30,261
106,30,104
243,58,137
493,5,78
264,72,527
179,56,47
13,5,231
101,51,849
610,11,755
146,70,864
170,53,856
999,61,663
791,8,348
125,70,550
34,72,367
564,72,993
840,39,607
666,28,780
730,81,880
618,94,86
567,13,66
1,62,257
564,80,796
47,59,867
95,11,507
280,77,105
664,58,688
471,65,634
429,16,665
342,50,313
546,79,794
816,86,546
794,7,630
915,76,586
7,48,172
622,25,665
951,15,336
416,26,758
719,48,658
954,100,358
846,67,299
549,82,100
322,87,387
449,8,586
478,45,280
96,64,457
547,92,207
337,79,973
351,91,236
770,26,747
281,7,922
858,94,971
522,63,182
615,31,977
798,12,57
899,63,847
933,98,429
4,100,953
342,73,902
236,54,160
258,28,602
961,87,813
247,48,755
356,60,870
716,1,843
553,50,952
956,37,599
799,51,876
840,34,260
146,79,694
349,64,116
958,50,602
491,18,424
912,86,238
845,59,250
853,8,733
559,35,31
391,94,625
456,93,38
577,1,930
621,14,549
118,77,726
599,86,306
18,52,368
194,72,601
176,66,874
215,29,747
347,67,315
657,100,297
851,37,496
152,100,732
434,52,743
245,97,547
342,18,340
98,77,126
774,81,917
879,44,770
527,62,425
229,96,513
351,68,231
63,81,787
369,62,165
705,47,142
541,58,131
261,39,474
607,42,677
85,70,272
113,69,469
69,23,137
37,34,90
201,70,688
496,87,170
818,48,186
532,97,657
763,1,734
724,3,483
315,89,983
666,54,573
828,90,840
945,57,152
458,43,334
608,85,780
97,18,837
406,4,439
258,2,737
884,35,802
13,52,748
266,51,728
750,23,366
949,14,353
457,19,328
561,81,668
508,38,840
942,46,799
472,57,997
882,34,188
436,79,620
898,18,782
21,7,825
564,61,452
635,46,5
680,54,545
664,53,968
984,60,851
535,30,779
119,80,321
383,45,48
833,96,483
951,20,80
959,35,809
508,80,734
305,16,438
657,72,786
456,66,554
876,81,902
922,37,357
85,77,295
628,42,818
825,24,557
888,97,810
798,79,400
203,38,148
131,94,417
591,49,205
407,49,737
11,15,336
648,2,153
255,61,279
997,21,10
656,42,546
295,35,228
846,82,252
375,66,328
27,20,517
344,97,263
466,32,711
386,35,41
141,13,72
281,28,320
442,20,214
696,14,577
367,72,151
600,87,299
657,8,110
566,31,308
554,3,258
594,8,462
67,83,993
338,94,511
415,85,6
430,74,692
812,93,163
168,95,591
883,100,736
713,84,224
834,1,516
85,82,596
98,66,883
662,78,652
639,77,110
38,53,486
834,5,653
166,16,401
671,18,429
328,24,123
998,7,412
226,18,555
396,80,781
619,12,396
534,64,925
825,13,548
586,89,20
535,16,387
432,43,185
708,98,114
140,80,626
275,10,387
944,22,456
610,81,640
721,34,876
960,26,111
255,63,595
306,90,499
815,6,107
211,70,857
196,3,194
295,15,748
412,36,842
420,22,868
884,13,369
854,87,669
38,86,688
725,50,212
888,36,173
469,64,845
526,39,670
801,65,563
968,32,781
25,9,280
894,61,862
903,98,684
251,51,561
139,82,382
707,28,952
569,97,462
165,60,89
365,61,280
76,47,711
605,66,608
988,88,893
753,72,73
257,81,95
653,87,995
361,92,960
213,8,190
662,74,532
309,68,240
49,83,822
654,13,239
280,74,525
768,65,577
787,21,410
6,54,891
612,67,245
240,93,93
994,24,139
42,38,240
830,91,816
407,33,945
564,91,385
432,65,842
866,20,813
67,77,667
487,2,292
726,2,81
913,83,978
207,91,426
495,77,294
670,71,317
127,86,298
874,9,537
554,68,16
824,52,686
938,57,315
707,99,768
267,62,772
80,82,281
538,34,833
71,40,893
368,26,785
72,88,167
104,54,436
99,78,362
201,83,770
135,31,704
578,75,134
334,100,308
70,59,364
262,38,23
712,59,693
88,45,864
83,32,54
722,70,252
594,62,596
670,40,836
893,42,173
124,61,458
302,79,607
591,7,704
498,10,750
741,90,891
746,97,582
681,1,686
724,40,179
755,39,983
108,32,145
736,14,4
931,69,560
953,71,679
450,82,690
967,81,432
820,20,429
470,63,249
953,2,753
85,73,758
246,69,562
257,4,127
308,56,30
632,53,572
617,69,877
189,68,375
502,60,500
607,15,26
701,36,865
671,23,940
72,70,728
14,57,216
945,27,715
278,87,853
298,48,751
788,45,540
783,45,170
158,75,531
838,31,704
158,79,92
411,85,512
423,36,555
399,33,404
426,62,352
898,70,512
746,91,264
679,92,735
592,10,100
410,97,976
631,2,919
42,62,450
332,12,586
179,13,684
390,67,584
743,41,712
430,86,453
347,30,149
933,19,23
414,87,112
694,11,362
308,2,983
809,53,780
315,10,219
84,81,387
252,63,513
969,51,541
795,57,934
744,95,421
919,81,818
571,80,995
925,10,332
866,26,196
98,20,527
540,96,572
848,86,448
865,73,348
473,21,377
251,43,152
382,62,761
426,54,462
204,16,761
581,83,617
169,70,239
478,90,691
7,74,47
364,12,832
894,93,703
293,25,880
791,25,403
419,56,570
716,52,310
678,67,137
490,92,587
600,50,141
241,15,908
589,99,885
403,35,506
641,6,175
591,44,983
314,59,402
885,41,95
284,82,257
604,62,428
660,70,949
102,82,826
496,98,779
840,7,104
535,32,408
655,96,919
463,8,785
750,34,185
192,86,920
468,12,850
152,18,82
460,41,415
866,43,283
139,18,381
635,65,97
416,68,15
533,91,597
26,2,359
964,77,695
93,15,849
70,56,442
411,48,103
779,97,306
636,86,43
650,57,41
372,40,662
129,18,489
187,27,313
598,14,173
499,69,143
916,81,617
1,23,373
274,56,544
908,40,885
271,77,55
816,13,734
979,44,972
690,66,347
750,25,365
734,32,727
718,98,633
742,45,915
725,40,655
24,68,113
369,21,65
1,9,191
676,77,211
528,53,54
332,46,608
198,31,652
61,49,331
132,51,497
267,100,991
155,54,574
799,96,641
971,49,988
704,35,712
210,10,246
388,91,814
459,79,877
535,90,882
207,92,644
543,13,909
935,47,536
456,42,658
541,12,501
160,17,918
2,91,355
395,8,875
497,73,3
288,43,44
472,39,459
39,35,675
731,55,520
188,35,781
844,83,690
581,70,617
478,91,87
294,39,497
454,25,125
586,60,850
328,7,814
137,53,752
167,54,406
42,33,529
771,82,135
435,64,934
171,91,714
545,22,929
442,91,358
392,92,797
852,18,333
555,60,187
348,20,666
241,58,808
128,84,472
530,58,324
827,45,674
3,6,728
383,8,592
797,41,386
107,84,7
295,58,40
341,66,235
975,29,811
103,56,874
327,27,711
44,28,520
